Id,ActivityHour,Calories
1503960366,2016-4-15 07:00,49
1503960366,2016-4-15 08:00,54
1503960366,2016-4-15 09:00,50
1503960366,2016-4-15 10:00,63
1503960366,2016-4-15 11:00,84
1503960366,2016-4-15 12:00,74
1503960366,2016-4-15 13:00,67
1503960366,2016-4-15 14:00,47
1503960366,2016-4-15 15:00,47
1503960366,2016-4-15 16:00,47
1503960366,2016-4-15 17:00,140
1503960366,2016-4-15 18:00,87
1503960366,2016-4-15 19:00,97
1503960366,2016-4-15 20:00,64
1503960366,2016-4-15 21:00,75
1503960366,2016-4-15 22:00,151
1503960366,2016-4-15 23:00,182
1503960366,2016-4-16 00:00,77
1503960366,2016-4-16 01:00,48
1503960366,2016-4-16 02:00,52
1503960366,2016-4-16 03:00,48
1503960366,2016-4-16 04:00,49
1503960366,2016-4-16 05:00,49
1503960366,2016-4-16 06:00,48
1503960366,2016-4-16 07:00,54
1503960366,2016-4-16 08:00,62
1503960366,2016-4-16 09:00,124
1503960366,2016-4-16 10:00,110
1503960366,2016-4-16 11:00,147
1503960366,2016-4-16 12:00,119
1503960366,2016-4-16 13:00,214
1503960366,2016-4-16 14:00,82
1503960366,2016-4-16 15:00,51
1503960366,2016-4-16 16:00,54
1503960366,2016-4-16 17:00,79
1503960366,2016-4-16 18:00,65
1503960366,2016-4-16 19:00,67
1503960366,2016-4-16 20:00,81
1503960366,2016-4-16 21:00,75
1503960366,2016-4-16 22:00,55
1503960366,2016-4-16 23:00,56
1503960366,2016-4-17 00:00,47
1503960366,2016-4-17 01:00,48
1503960366,2016-4-17 02:00,47
1503960366,2016-4-17 03:00,49
1503960366,2016-4-17 04:00,48
1503960366,2016-4-17 05:00,48
1503960366,2016-4-17 06:00,48
1503960366,2016-4-17 07:00,48
1503960366,2016-4-17 08:00,48
1503960366,2016-4-17 09:00,48
1503960366,2016-4-17 10:00,47
1503960366,2016-4-17 11:00,63
1503960366,2016-4-17 12:00,76
1503960366,2016-4-17 13:00,83
1503960366,2016-4-17 14:00,69
1503960366,2016-4-17 15:00,73
1503960366,2016-4-17 16:00,57
1503960366,2016-4-17 17:00,174
1503960366,2016-4-17 18:00,136
1503960366,2016-4-17 19:00,95
1503960366,2016-4-17 20:00,191
1503960366,2016-4-17 21:00,79
1503960366,2016-4-17 22:00,58
1503960366,2016-4-17 23:00,50
1503960366,2016-4-18 00:00,82
1503960366,2016-4-18 01:00,48
1503960366,2016-4-18 02:00,47
1503960366,2016-4-18 03:00,47
1503960366,2016-4-18 04:00,47
1503960366,2016-4-18 05:00,47
1503960366,2016-4-18 06:00,47
1503960366,2016-4-18 07:00,47
1503960366,2016-4-18 08:00,47
1503960366,2016-4-18 09:00,133
1503960366,2016-4-18 10:00,81
1503960366,2016-4-18 11:00,73
1503960366,2016-4-18 12:00,118
1503960366,2016-4-18 13:00,70
1503960366,2016-4-18 14:00,64
1503960366,2016-4-18 15:00,80
1503960366,2016-4-18 16:00,78
1503960366,2016-4-18 17:00,79
1503960366,2016-4-18 18:00,234
1503960366,2016-4-18 19:00,157
1503960366,2016-4-18 20:00,57
1503960366,2016-4-18 21:00,68
1503960366,2016-4-18 22:00,86
1503960366,2016-4-18 23:00,83
1503960366,2016-4-19 00:00,47
1503960366,2016-4-19 01:00,49
1503960366,2016-4-19 02:00,47
1503960366,2016-4-19 03:00,50
1503960366,2016-4-19 04:00,47
1503960366,2016-4-19 05:00,47
1503960366,2016-4-19 06:00,49
1503960366,2016-4-19 07:00,75
1503960366,2016-4-19 08:00,130
1503960366,2016-4-19 09:00,79
1503960366,2016-4-19 10:00,75
1503960366,2016-4-19 11:00,72
1503960366,2016-4-19 12:00,143
1503960366,2016-4-19 13:00,171
1503960366,2016-4-19 14:00,76
1503960366,2016-4-19 15:00,72
1503960366,2016-4-19 16:00,71
1503960366,2016-4-19 17:00,90
1503960366,2016-4-19 18:00,120
1503960366,2016-4-19 19:00,93
1503960366,2016-4-19 20:00,159
1503960366,2016-4-19 21:00,94
1503960366,2016-4-19 22:00,58
1503960366,2016-4-19 23:00,120
1503960366,2016-4-20 00:00,54
1503960366,2016-4-20 01:00,53
1503960366,2016-4-20 02:00,47
1503960366,2016-4-20 03:00,48
1503960366,2016-4-20 04:00,48
1503960366,2016-4-20 05:00,47
1503960366,2016-4-20 06:00,48
1503960366,2016-4-20 07:00,51
1503960366,2016-4-20 08:00,70
1503960366,2016-4-20 09:00,144
1503960366,2016-4-20 10:00,79
1503960366,2016-4-20 11:00,58
1503960366,2016-4-20 12:00,64
1503960366,2016-4-20 13:00,61
1503960366,2016-4-20 14:00,113
1503960366,2016-4-20 15:00,97
1503960366,2016-4-20 16:00,70
1503960366,2016-4-20 17:00,57
1503960366,2016-4-20 18:00,114
1503960366,2016-4-20 19:00,117
1503960366,2016-4-20 20:00,80
1503960366,2016-4-20 21:00,83
1503960366,2016-4-20 22:00,62
1503960366,2016-4-20 23:00,120
1503960366,2016-4-21 00:00,54
1503960366,2016-4-21 01:00,61
1503960366,2016-4-21 02:00,55
1503960366,2016-4-21 03:00,48
1503960366,2016-4-21 04:00,47
1503960366,2016-4-21 05:00,47
1503960366,2016-4-21 06:00,48
1503960366,2016-4-21 07:00,52
1503960366,2016-4-21 08:00,71
1503960366,2016-4-21 09:00,133
1503960366,2016-4-21 10:00,77
1503960366,2016-4-21 11:00,55
1503960366,2016-4-21 12:00,73
1503960366,2016-4-21 13:00,113
1503960366,2016-4-21 14:00,58
1503960366,2016-4-21 15:00,68
1503960366,2016-4-21 16:00,60
1503960366,2016-4-21 17:00,60
1503960366,2016-4-21 18:00,69
1503960366,2016-4-21 19:00,64
1503960366,2016-4-21 20:00,213
1503960366,2016-4-21 21:00,104
1503960366,2016-4-21 22:00,63
1503960366,2016-4-21 23:00,84
1503960366,2016-4-22 00:00,47
1503960366,2016-4-22 01:00,47
1503960366,2016-4-22 02:00,47
1503960366,2016-4-22 03:00,47
1503960366,2016-4-22 04:00,47
1503960366,2016-4-22 05:00,47
1503960366,2016-4-22 06:00,47
1503960366,2016-4-22 07:00,47
1503960366,2016-4-22 08:00,47
1503960366,2016-4-22 09:00,65
1503960366,2016-4-22 10:00,54
1503960366,2016-4-22 11:00,102
1503960366,2016-4-22 12:00,57
1503960366,2016-4-22 13:00,60
1503960366,2016-4-22 14:00,54
1503960366,2016-4-22 15:00,66
1503960366,2016-4-22 16:00,58
1503960366,2016-4-22 17:00,104
1503960366,2016-4-22 18:00,87
1503960366,2016-4-22 19:00,82
1503960366,2016-4-22 20:00,71
1503960366,2016-4-22 21:00,311
1503960366,2016-4-22 22:00,95
1503960366,2016-4-22 23:00,136
1503960366,2016-4-23 00:00,63
1503960366,2016-4-23 01:00,47
1503960366,2016-4-23 02:00,49
1503960366,2016-4-23 03:00,47
1503960366,2016-4-23 04:00,47
1503960366,2016-4-23 05:00,48
1503960366,2016-4-23 06:00,50
1503960366,2016-4-23 07:00,48
1503960366,2016-4-23 08:00,59
1503960366,2016-4-23 09:00,75
1503960366,2016-4-23 10:00,56
1503960366,2016-4-23 11:00,84
1503960366,2016-4-23 12:00,129
1503960366,2016-4-23 13:00,129
1503960366,2016-4-23 14:00,78
1503960366,2016-4-23 15:00,73
1503960366,2016-4-23 16:00,140
1503960366,2016-4-23 17:00,121
1503960366,2016-4-23 18:00,173
1503960366,2016-4-23 19:00,51
1503960366,2016-4-23 20:00,63
1503960366,2016-4-23 21:00,162
1503960366,2016-4-23 22:00,96
1503960366,2016-4-23 23:00,60
1503960366,2016-4-24 00:00,66
1503960366,2016-4-24 01:00,54
1503960366,2016-4-24 02:00,48
1503960366,2016-4-24 03:00,48
1503960366,2016-4-24 04:00,49
1503960366,2016-4-24 05:00,48
1503960366,2016-4-24 06:00,49
1503960366,2016-4-24 07:00,47
1503960366,2016-4-24 08:00,49
1503960366,2016-4-24 09:00,59
1503960366,2016-4-24 10:00,90
1503960366,2016-4-24 11:00,67
1503960366,2016-4-24 12:00,82
1503960366,2016-4-24 13:00,74
1503960366,2016-4-24 14:00,52
1503960366,2016-4-24 15:00,52
1503960366,2016-4-24 16:00,102
1503960366,2016-4-24 17:00,86
1503960366,2016-4-24 18:00,115
1503960366,2016-4-24 19:00,270
1503960366,2016-4-24 20:00,76
1503960366,2016-4-24 21:00,74
1503960366,2016-4-24 22:00,61
1503960366,2016-4-24 23:00,72
1503960366,2016-4-25 00:00,62
1503960366,2016-4-25 01:00,53
1503960366,2016-4-25 02:00,57
1503960366,2016-4-25 03:00,47
1503960366,2016-4-25 04:00,50
1503960366,2016-4-25 05:00,49
1503960366,2016-4-25 06:00,47
1503960366,2016-4-25 07:00,52
1503960366,2016-4-25 08:00,83
1503960366,2016-4-25 09:00,146
1503960366,2016-4-25 10:00,73
1503960366,2016-4-25 11:00,121
1503960366,2016-4-25 12:00,92
1503960366,2016-4-25 13:00,75
1503960366,2016-4-25 14:00,62
1503960366,2016-4-25 15:00,76
1503960366,2016-4-25 16:00,71
1503960366,2016-4-25 17:00,67
1503960366,2016-4-25 18:00,61
1503960366,2016-4-25 19:00,182
1503960366,2016-4-25 20:00,95
1503960366,2016-4-25 21:00,267
1503960366,2016-4-25 22:00,68
1503960366,2016-4-25 23:00,54
1503960366,2016-4-26 00:00,56
1503960366,2016-4-26 01:00,66
1503960366,2016-4-26 02:00,51
1503960366,2016-4-26 03:00,64
1503960366,2016-4-26 04:00,48
1503960366,2016-4-26 05:00,49
1503960366,2016-4-26 06:00,48
1503960366,2016-4-26 07:00,52
1503960366,2016-4-26 08:00,67
1503960366,2016-4-26 09:00,139
1503960366,2016-4-26 10:00,92
1503960366,2016-4-26 11:00,78
1503960366,2016-4-26 12:00,74
1503960366,2016-4-26 13:00,126
1503960366,2016-4-26 14:00,142
1503960366,2016-4-26 15:00,74
1503960366,2016-4-26 16:00,93
1503960366,2016-4-26 17:00,60
1503960366,2016-4-26 18:00,169
1503960366,2016-4-26 19:00,73
1503960366,2016-4-26 20:00,127
1503960366,2016-4-26 21:00,79
1503960366,2016-4-26 22:00,66
1503960366,2016-4-26 23:00,80
1503960366,2016-4-27 00:00,68
1503960366,2016-4-27 01:00,59
1503960366,2016-4-27 02:00,53
1503960366,2016-4-27 03:00,47
1503960366,2016-4-27 04:00,47
1503960366,2016-4-27 05:00,47
1503960366,2016-4-27 06:00,47
1503960366,2016-4-27 07:00,47
1503960366,2016-4-27 08:00,47
1503960366,2016-4-27 09:00,149
1503960366,2016-4-27 10:00,93
1503960366,2016-4-27 11:00,100
1503960366,2016-4-27 12:00,89
1503960366,2016-4-27 13:00,76
1503960366,2016-4-27 14:00,150
1503960366,2016-4-27 15:00,63
1503960366,2016-4-27 16:00,64
1503960366,2016-4-27 17:00,73
1503960366,2016-4-27 18:00,178
1503960366,2016-4-27 19:00,318
1503960366,2016-4-27 20:00,174
1503960366,2016-4-27 21:00,76
1503960366,2016-4-27 22:00,47
1503960366,2016-4-27 23:00,47
1503960366,2016-4-28 00:00,47
1503960366,2016-4-28 01:00,62
1503960366,2016-4-28 02:00,48
1503960366,2016-4-28 03:00,47
1503960366,2016-4-28 04:00,48
1503960366,2016-4-28 05:00,47
1503960366,2016-4-28 06:00,48
1503960366,2016-4-28 07:00,49
1503960366,2016-4-28 08:00,63
1503960366,2016-4-28 09:00,116
1503960366,2016-4-28 10:00,105
1503960366,2016-4-28 11:00,73
1503960366,2016-4-28 12:00,78
1503960366,2016-4-28 13:00,108
1503960366,2016-4-28 14:00,124
1503960366,2016-4-28 15:00,61
1503960366,2016-4-28 16:00,81
1503960366,2016-4-28 17:00,72
1503960366,2016-4-28 18:00,138
1503960366,2016-4-28 19:00,56
1503960366,2016-4-28 20:00,151
1503960366,2016-4-28 21:00,103
1503960366,2016-4-28 22:00,55
1503960366,2016-4-28 23:00,121
1503960366,2016-4-29 00:00,65
1503960366,2016-4-29 01:00,49
1503960366,2016-4-29 02:00,54
1503960366,2016-4-29 03:00,47
1503960366,2016-4-29 04:00,47
1503960366,2016-4-29 05:00,48
1503960366,2016-4-29 06:00,47
1503960366,2016-4-29 07:00,52
1503960366,2016-4-29 08:00,67
1503960366,2016-4-29 09:00,142
1503960366,2016-4-29 10:00,60
1503960366,2016-4-29 11:00,60
1503960366,2016-4-29 12:00,65
1503960366,2016-4-29 13:00,62
1503960366,2016-4-29 14:00,136
1503960366,2016-4-29 15:00,110
1503960366,2016-4-29 16:00,73
1503960366,2016-4-29 17:00,75
1503960366,2016-4-29 18:00,60
1503960366,2016-4-29 19:00,71
1503960366,2016-4-29 20:00,80
1503960366,2016-4-29 21:00,118
1503960366,2016-4-29 22:00,111
1503960366,2016-4-29 23:00,140
1503960366,2016-4-30 00:00,51
1503960366,2016-4-30 01:00,57
1503960366,2016-4-30 02:00,47
1503960366,2016-4-30 03:00,49
1503960366,2016-4-30 04:00,47
1503960366,2016-4-30 05:00,48
1503960366,2016-4-30 06:00,48
1503960366,2016-4-30 07:00,48
1503960366,2016-4-30 08:00,52
1503960366,2016-4-30 09:00,64
1503960366,2016-4-30 10:00,72
1503960366,2016-4-30 11:00,62
1503960366,2016-4-30 12:00,58
1503960366,2016-4-30 13:00,65
1503960366,2016-4-30 14:00,85
1503960366,2016-4-30 15:00,94
1503960366,2016-4-30 16:00,203
1503960366,2016-4-30 17:00,160
1503960366,2016-4-30 18:00,159
1503960366,2016-4-30 19:00,60
1503960366,2016-4-30 20:00,62
1503960366,2016-4-30 21:00,96
1503960366,2016-4-30 22:00,144
1503960366,2016-4-30 23:00,116
1503960366,2016-5-1 00:00,64
1503960366,2016-5-1 01:00,60
1503960366,2016-5-1 02:00,50
1503960366,2016-5-1 03:00,48
1503960366,2016-5-1 04:00,47
1503960366,2016-5-1 05:00,48
1503960366,2016-5-1 06:00,47
1503960366,2016-5-1 07:00,52
1503960366,2016-5-1 08:00,56
1503960366,2016-5-1 09:00,67
1503960366,2016-5-1 10:00,61
1503960366,2016-5-1 11:00,65
1503960366,2016-5-1 12:00,66
1503960366,2016-5-1 13:00,57
1503960366,2016-5-1 14:00,91
1503960366,2016-5-1 15:00,81
1503960366,2016-5-1 16:00,97
1503960366,2016-5-1 17:00,108
1503960366,2016-5-1 18:00,159
1503960366,2016-5-1 19:00,71
1503960366,2016-5-1 20:00,59
1503960366,2016-5-1 21:00,86
1503960366,2016-5-1 22:00,127
1503960366,2016-5-1 23:00,161
1503960366,2016-5-2 00:00,50
1503960366,2016-5-2 01:00,59
1503960366,2016-5-2 02:00,47
1503960366,2016-5-2 03:00,49
1503960366,2016-5-2 04:00,47
1503960366,2016-5-2 05:00,47
1503960366,2016-5-2 06:00,47
1503960366,2016-5-2 07:00,51
1503960366,2016-5-2 08:00,68
1503960366,2016-5-2 09:00,142
1503960366,2016-5-2 10:00,82
1503960366,2016-5-2 11:00,78
1503960366,2016-5-2 12:00,153
1503960366,2016-5-2 13:00,107
1503960366,2016-5-2 14:00,75
1503960366,2016-5-2 15:00,76
1503960366,2016-5-2 16:00,88
1503960366,2016-5-2 17:00,73
1503960366,2016-5-2 18:00,68
1503960366,2016-5-2 19:00,73
1503960366,2016-5-2 20:00,231
1503960366,2016-5-2 21:00,119
1503960366,2016-5-2 22:00,106
1503960366,2016-5-2 23:00,80
1503960366,2016-5-3 00:00,54
1503960366,2016-5-3 01:00,58
1503960366,2016-5-3 02:00,49
1503960366,2016-5-3 03:00,57
1503960366,2016-5-3 04:00,47
1503960366,2016-5-3 05:00,47
1503960366,2016-5-3 06:00,50
1503960366,2016-5-3 07:00,51
1503960366,2016-5-3 08:00,64
1503960366,2016-5-3 09:00,114
1503960366,2016-5-3 10:00,99
1503960366,2016-5-3 11:00,74
1503960366,2016-5-3 12:00,81
1503960366,2016-5-3 13:00,83
1503960366,2016-5-3 14:00,88
1503960366,2016-5-3 15:00,136
1503960366,2016-5-3 16:00,103
1503960366,2016-5-3 17:00,89
1503960366,2016-5-3 18:00,191
1503960366,2016-5-3 19:00,58
1503960366,2016-5-3 20:00,50
1503960366,2016-5-3 21:00,109
1503960366,2016-5-3 22:00,163
1503960366,2016-5-3 23:00,77
1503960366,2016-5-4 00:00,79
1503960366,2016-5-4 01:00,53
1503960366,2016-5-4 02:00,47
1503960366,2016-5-4 03:00,47
1503960366,2016-5-4 04:00,47
1503960366,2016-5-4 05:00,47
1503960366,2016-5-4 06:00,47
1503960366,2016-5-4 07:00,47
1503960366,2016-5-4 08:00,53
1503960366,2016-5-4 09:00,125
1503960366,2016-5-4 10:00,87
1503960366,2016-5-4 11:00,65
1503960366,2016-5-4 12:00,75
1503960366,2016-5-4 13:00,76
1503960366,2016-5-4 14:00,152
1503960366,2016-5-4 15:00,65
1503960366,2016-5-4 16:00,64
1503960366,2016-5-4 17:00,71
1503960366,2016-5-4 18:00,145
1503960366,2016-5-4 19:00,78
1503960366,2016-5-4 20:00,124
1503960366,2016-5-4 21:00,110
1503960366,2016-5-4 22:00,63
1503960366,2016-5-4 23:00,52
1503960366,2016-5-5 00:00,56
1503960366,2016-5-5 01:00,58
1503960366,2016-5-5 02:00,52
1503960366,2016-5-5 03:00,47
1503960366,2016-5-5 04:00,53
1503960366,2016-5-5 05:00,47
1503960366,2016-5-5 06:00,49
1503960366,2016-5-5 07:00,51
1503960366,2016-5-5 08:00,61
1503960366,2016-5-5 09:00,131
1503960366,2016-5-5 10:00,78
1503960366,2016-5-5 11:00,59
1503960366,2016-5-5 12:00,75
1503960366,2016-5-5 13:00,110
1503960366,2016-5-5 14:00,75
1503960366,2016-5-5 15:00,72
1503960366,2016-5-5 16:00,102
1503960366,2016-5-5 17:00,154
1503960366,2016-5-5 18:00,95
1503960366,2016-5-5 19:00,82
1503960366,2016-5-5 20:00,79
1503960366,2016-5-5 21:00,219
1503960366,2016-5-5 22:00,95
1503960366,2016-5-5 23:00,60
1503960366,2016-5-6 00:00,68
1503960366,2016-5-6 01:00,51
1503960366,2016-5-6 02:00,57
1503960366,2016-5-6 03:00,47
1503960366,2016-5-6 04:00,48
1503960366,2016-5-6 05:00,47
1503960366,2016-5-6 06:00,48
1503960366,2016-5-6 07:00,51
1503960366,2016-5-6 08:00,63
1503960366,2016-5-6 09:00,134
1503960366,2016-5-6 10:00,85
1503960366,2016-5-6 11:00,65
1503960366,2016-5-6 12:00,72
1503960366,2016-5-6 13:00,66
1503960366,2016-5-6 14:00,83
1503960366,2016-5-6 15:00,104
1503960366,2016-5-6 16:00,78
1503960366,2016-5-6 17:00,73
1503960366,2016-5-6 18:00,127
1503960366,2016-5-6 19:00,172
1503960366,2016-5-6 20:00,73
1503960366,2016-5-6 21:00,83
1503960366,2016-5-6 22:00,78
1503960366,2016-5-6 23:00,124
1503960366,2016-5-7 00:00,65
1503960366,2016-5-7 01:00,48
1503960366,2016-5-7 02:00,50
1503960366,2016-5-7 03:00,47
1503960366,2016-5-7 04:00,48
1503960366,2016-5-7 05:00,47
1503960366,2016-5-7 06:00,47
1503960366,2016-5-7 07:00,47
1503960366,2016-5-7 08:00,61
1503960366,2016-5-7 09:00,59
1503960366,2016-5-7 10:00,133
1503960366,2016-5-7 11:00,164
1503960366,2016-5-7 12:00,62
1503960366,2016-5-7 13:00,55
1503960366,2016-5-7 14:00,64
1503960366,2016-5-7 15:00,65
1503960366,2016-5-7 16:00,68
1503960366,2016-5-7 17:00,64
1503960366,2016-5-7 18:00,71
1503960366,2016-5-7 19:00,91
1503960366,2016-5-7 20:00,59
1503960366,2016-5-7 21:00,140
1503960366,2016-5-7 22:00,209
1503960366,2016-5-7 23:00,55
1503960366,2016-5-8 00:00,62
1503960366,2016-5-8 01:00,48
1503960366,2016-5-8 02:00,47
1503960366,2016-5-8 03:00,47
1503960366,2016-5-8 04:00,48
1503960366,2016-5-8 05:00,47
1503960366,2016-5-8 06:00,48
1503960366,2016-5-8 07:00,47
1503960366,2016-5-8 08:00,47
1503960366,2016-5-8 09:00,47
1503960366,2016-5-8 10:00,47
1503960366,2016-5-8 11:00,47
1503960366,2016-5-8 12:00,85
1503960366,2016-5-8 13:00,65
1503960366,2016-5-8 14:00,98
1503960366,2016-5-8 15:00,68
1503960366,2016-5-8 16:00,58
1503960366,2016-5-8 17:00,69
1503960366,2016-5-8 18:00,261
1503960366,2016-5-8 19:00,107
1503960366,2016-5-8 20:00,88
1503960366,2016-5-8 21:00,101
1503960366,2016-5-8 22:00,92
1503960366,2016-5-8 23:00,66
1503960366,2016-5-9 00:00,60
1503960366,2016-5-9 01:00,47
1503960366,2016-5-9 02:00,47
1503960366,2016-5-9 03:00,47
1503960366,2016-5-9 04:00,47
1503960366,2016-5-9 05:00,49
1503960366,2016-5-9 06:00,81
1503960366,2016-5-9 07:00,63
1503960366,2016-5-9 08:00,58
1503960366,2016-5-9 09:00,58
1503960366,2016-5-9 10:00,69
1503960366,2016-5-9 11:00,74
1503960366,2016-5-9 12:00,79
1503960366,2016-5-9 13:00,52
1503960366,2016-5-9 14:00,51
1503960366,2016-5-9 15:00,53
1503960366,2016-5-9 16:00,176
1503960366,2016-5-9 17:00,125
1503960366,2016-5-9 18:00,90
1503960366,2016-5-9 19:00,115
1503960366,2016-5-9 20:00,117
1503960366,2016-5-9 21:00,168
1503960366,2016-5-9 22:00,47
1503960366,2016-5-9 23:00,47
1503960366,2016-5-10 00:00,47
1503960366,2016-5-10 01:00,58
1503960366,2016-5-10 02:00,47
1503960366,2016-5-10 03:00,47
1503960366,2016-5-10 04:00,47
1503960366,2016-5-10 05:00,47
1503960366,2016-5-10 06:00,47
1503960366,2016-5-10 07:00,53
1503960366,2016-5-10 08:00,67
1503960366,2016-5-10 09:00,118
1503960366,2016-5-10 10:00,76
1503960366,2016-5-10 11:00,102
1503960366,2016-5-10 12:00,63
1503960366,2016-5-10 13:00,73
1503960366,2016-5-10 14:00,66
1503960366,2016-5-10 15:00,101
1503960366,2016-5-10 16:00,83
1503960366,2016-5-10 17:00,88
1503960366,2016-5-10 18:00,160
1503960366,2016-5-10 19:00,127
1503960366,2016-5-10 20:00,164
1503960366,2016-5-10 21:00,77
1503960366,2016-5-10 22:00,50
1503960366,2016-5-10 23:00,53
1503960366,2016-5-11 00:00,72
1503960366,2016-5-11 01:00,54
1503960366,2016-5-11 02:00,54
1503960366,2016-5-11 03:00,49
1503960366,2016-5-11 04:00,47
1503960366,2016-5-11 05:00,47
1503960366,2016-5-11 06:00,47
1503960366,2016-5-11 07:00,53
1503960366,2016-5-11 08:00,78
1503960366,2016-5-11 09:00,144
1503960366,2016-5-11 10:00,89
1503960366,2016-5-11 11:00,75
1503960366,2016-5-11 12:00,63
1503960366,2016-5-11 13:00,101
1503960366,2016-5-11 14:00,130
1503960366,2016-5-11 15:00,72
1503960366,2016-5-11 16:00,70
1503960366,2016-5-11 17:00,67
1503960366,2016-5-11 18:00,208
1503960366,2016-5-11 19:00,90
1503960366,2016-5-11 20:00,114
1624580081,2016-4-12 00:00,55
1624580081,2016-4-12 01:00,51
1624580081,2016-4-12 02:00,50
1624580081,2016-4-12 03:00,51
1624580081,2016-4-12 04:00,50
1624580081,2016-4-12 05:00,50
1624580081,2016-4-12 06:00,50
1624580081,2016-4-12 07:00,50
1624580081,2016-4-12 08:00,51
1624580081,2016-4-12 09:00,74
1624580081,2016-4-12 10:00,141
1624580081,2016-4-12 11:00,56
1624580081,2016-4-12 12:00,57
1624580081,2016-4-12 13:00,54
1624580081,2016-4-12 14:00,55
1624580081,2016-4-12 15:00,52
1624580081,2016-4-12 16:00,54
1624580081,2016-4-12 17:00,63
1624580081,2016-4-12 18:00,62
1624580081,2016-4-12 19:00,77
1624580081,2016-4-12 20:00,60
1624580081,2016-4-12 21:00,50
1624580081,2016-4-12 22:00,50
1624580081,2016-4-12 23:00,70
1624580081,2016-4-13 00:00,58
1624580081,2016-4-13 01:00,51
1624580081,2016-4-13 02:00,50
1624580081,2016-4-13 03:00,50
1624580081,2016-4-13 04:00,50
1624580081,2016-4-13 05:00,50
1624580081,2016-4-13 06:00,50
1624580081,2016-4-13 07:00,50
1624580081,2016-4-13 08:00,51
1624580081,2016-4-13 09:00,90
1624580081,2016-4-13 10:00,112
1624580081,2016-4-13 11:00,68
1624580081,2016-4-13 12:00,59
1624580081,2016-4-13 13:00,50
1624580081,2016-4-13 14:00,55
1624580081,2016-4-13 15:00,50
1624580081,2016-4-13 16:00,59
1624580081,2016-4-13 17:00,56
1624580081,2016-4-13 18:00,79
1624580081,2016-4-13 19:00,52
1624580081,2016-4-13 20:00,54
1624580081,2016-4-13 21:00,66
1624580081,2016-4-13 22:00,50
1624580081,2016-4-13 23:00,52
1624580081,2016-4-14 00:00,51
1624580081,2016-4-14 01:00,50
1624580081,2016-4-14 02:00,51
1624580081,2016-4-14 03:00,50
1624580081,2016-4-14 04:00,50
1624580081,2016-4-14 05:00,50
1624580081,2016-4-14 06:00,50
1624580081,2016-4-14 07:00,51
1624580081,2016-4-14 08:00,95
1624580081,2016-4-14 09:00,118
1624580081,2016-4-14 10:00,60
