Id,ActivityHour,TotalIntensity,AverageIntensity
1927972279,2016-4-16 6:00,0,0
1927972279,2016-4-16 7:00,0,0
1927972279,2016-4-16 8:00,0,0
1927972279,2016-4-16 9:00,0,0
1927972279,2016-4-16 10:00,0,0
1927972279,2016-4-16 11:00,0,0
1927972279,2016-4-16 12:00,0,0
1927972279,2016-4-16 13:00,0,0
1927972279,2016-4-16 14:00,0,0
1927972279,2016-4-16 15:00,0,0
1927972279,2016-4-16 16:00,0,0
1927972279,2016-4-16 17:00,0,0
1927972279,2016-4-16 18:00,0,0
1927972279,2016-4-16 19:00,0,0
1927972279,2016-4-16 20:00,0,0
1927972279,2016-4-16 21:00,0,0
1927972279,2016-4-16 22:00,0,0
1927972279,2016-4-16 23:00,0,0
1927972279,2016-4-17 0:00,0,0
1927972279,2016-4-17 1:00,0,0
1927972279,2016-4-17 2:00,0,0
1927972279,2016-4-17 3:00,0,0
1927972279,2016-4-17 4:00,0,0
1927972279,2016-4-17 5:00,0,0
1927972279,2016-4-17 6:00,0,0
1927972279,2016-4-17 7:00,0,0
1927972279,2016-4-17 8:00,0,0
1927972279,2016-4-17 9:00,0,0
1927972279,2016-4-17 10:00,0,0
1927972279,2016-4-17 11:00,0,0
1927972279,2016-4-17 12:00,0,0
1927972279,2016-4-17 13:00,0,0
1927972279,2016-4-17 14:00,0,0
1927972279,2016-4-17 15:00,0,0
1927972279,2016-4-17 16:00,0,0
1927972279,2016-4-17 17:00,0,0
1927972279,2016-4-17 18:00,0,0
1927972279,2016-4-17 19:00,0,0
1927972279,2016-4-17 20:00,0,0
1927972279,2016-4-17 21:00,0,0
1927972279,2016-4-17 22:00,0,0
1927972279,2016-4-17 23:00,0,0
1927972279,2016-4-18 0:00,0,0
1927972279,2016-4-18 1:00,0,0
1927972279,2016-4-18 2:00,0,0
1927972279,2016-4-18 3:00,0,0
1927972279,2016-4-18 4:00,0,0
1927972279,2016-4-18 5:00,0,0
1927972279,2016-4-18 6:00,0,0
1927972279,2016-4-18 7:00,0,0
1927972279,2016-4-18 8:00,0,0
1927972279,2016-4-18 9:00,0,0
1927972279,2016-4-18 10:00,0,0
1927972279,2016-4-18 11:00,10,0.166667
1927972279,2016-4-18 12:00,7,0.116667
1927972279,2016-4-18 13:00,0,0
1927972279,2016-4-18 14:00,0,0
1927972279,2016-4-18 15:00,0,0
1927972279,2016-4-18 16:00,0,0
1927972279,2016-4-18 17:00,0,0
1927972279,2016-4-18 18:00,0,0
1927972279,2016-4-18 19:00,0,0
1927972279,2016-4-18 20:00,0,0
1927972279,2016-4-18 21:00,0,0
1927972279,2016-4-18 22:00,0,0
1927972279,2016-4-18 23:00,0,0
1927972279,2016-4-19 0:00,0,0
1927972279,2016-4-19 1:00,0,0
1927972279,2016-4-19 2:00,0,0
1927972279,2016-4-19 3:00,0,0
1927972279,2016-4-19 4:00,0,0
1927972279,2016-4-19 5:00,0,0
1927972279,2016-4-19 6:00,0,0
1927972279,2016-4-19 7:00,0,0
1927972279,2016-4-19 8:00,0,0
1927972279,2016-4-19 9:00,0,0
1927972279,2016-4-19 10:00,0,0
1927972279,2016-4-19 11:00,0,0
1927972279,2016-4-19 12:00,0,0
1927972279,2016-4-19 13:00,0,0
1927972279,2016-4-19 14:00,0,0
1927972279,2016-4-19 15:00,0,0
1927972279,2016-4-19 16:00,0,0
1927972279,2016-4-19 17:00,0,0
1927972279,2016-4-19 18:00,0,0
1927972279,2016-4-19 19:00,0,0
1927972279,2016-4-19 20:00,0,0
1927972279,2016-4-19 21:00,0,0
1927972279,2016-4-19 22:00,0,0
1927972279,2016-4-19 23:00,0,0
1927972279,2016-4-20 0:00,0,0
1927972279,2016-4-20 1:00,0,0
1927972279,2016-4-20 2:00,0,0
1927972279,2016-4-20 3:00,0,0
1927972279,2016-4-20 4:00,0,0
1927972279,2016-4-20 5:00,0,0
1927972279,2016-4-20 6:00,0,0
1927972279,2016-4-20 7:00,0,0
1927972279,2016-4-20 8:00,0,0
1927972279,2016-4-20 9:00,0,0
1927972279,2016-4-20 10:00,0,0
1927972279,2016-4-20 11:00,0,0
1927972279,2016-4-20 12:00,0,0
1927972279,2016-4-20 13:00,0,0
1927972279,2016-4-20 14:00,0,0
1927972279,2016-4-20 15:00,0,0
1927972279,2016-4-20 16:00,0,0
1927972279,2016-4-20 17:00,0,0
1927972279,2016-4-20 18:00,0,0
1927972279,2016-4-20 19:00,0,0
1927972279,2016-4-20 20:00,0,0
1927972279,2016-4-20 21:00,0,0
1927972279,2016-4-20 22:00,0,0
1927972279,2016-4-20 23:00,0,0
1927972279,2016-4-21 0:00,0,0
1927972279,2016-4-21 1:00,0,0
1927972279,2016-4-21 2:00,0,0
1927972279,2016-4-21 3:00,0,0
1927972279,2016-4-21 4:00,0,0
1927972279,2016-4-21 5:00,0,0
1927972279,2016-4-21 6:00,0,0
1927972279,2016-4-21 7:00,0,0
1927972279,2016-4-21 8:00,0,0
1927972279,2016-4-21 9:00,0,0
1927972279,2016-4-21 10:00,0,0
1927972279,2016-4-21 11:00,0,0
1927972279,2016-4-21 12:00,0,0
1927972279,2016-4-21 13:00,0,0
1927972279,2016-4-21 14:00,0,0
1927972279,2016-4-21 15:00,0,0
1927972279,2016-4-21 16:00,0,0
1927972279,2016-4-21 17:00,0,0
1927972279,2016-4-21 18:00,0,0
1927972279,2016-4-21 19:00,0,0
1927972279,2016-4-21 20:00,0,0
1927972279,2016-4-21 21:00,0,0
1927972279,2016-4-21 22:00,0,0
1927972279,2016-4-21 23:00,0,0
1927972279,2016-4-22 0:00,0,0
1927972279,2016-4-22 1:00,0,0
1927972279,2016-4-22 2:00,0,0
1927972279,2016-4-22 3:00,0,0
1927972279,2016-4-22 4:00,0,0
1927972279,2016-4-22 5:00,0,0
1927972279,2016-4-22 6:00,0,0
1927972279,2016-4-22 7:00,0,0
1927972279,2016-4-22 8:00,0,0
1927972279,2016-4-22 9:00,0,0
1927972279,2016-4-22 10:00,0,0
1927972279,2016-4-22 11:00,0,0
1927972279,2016-4-22 12:00,8,0.133333
1927972279,2016-4-22 13:00,1,0.016667
1927972279,2016-4-22 14:00,0,0
1927972279,2016-4-22 15:00,1,0.016667
1927972279,2016-4-22 16:00,0,0
1927972279,2016-4-22 17:00,0,0
1927972279,2016-4-22 18:00,0,0
1927972279,2016-4-22 19:00,0,0
1927972279,2016-4-22 20:00,0,0
1927972279,2016-4-22 21:00,0,0
1927972279,2016-4-22 22:00,0,0
1927972279,2016-4-22 23:00,0,0
1927972279,2016-4-23 0:00,0,0
1927972279,2016-4-23 1:00,0,0
1927972279,2016-4-23 2:00,0,0
1927972279,2016-4-23 3:00,0,0
1927972279,2016-4-23 4:00,0,0
1927972279,2016-4-23 5:00,0,0
1927972279,2016-4-23 6:00,0,0
1927972279,2016-4-23 7:00,0,0
1927972279,2016-4-23 8:00,32,0.533333
1927972279,2016-4-23 9:00,11,0.183333
1927972279,2016-4-23 10:00,2,0.033333
1927972279,2016-4-23 11:00,15,0.25
1927972279,2016-4-23 12:00,15,0.25
1927972279,2016-4-23 13:00,26,0.433333
1927972279,2016-4-23 14:00,0,0
1927972279,2016-4-23 15:00,0,0
1927972279,2016-4-23 16:00,3,0.05
1927972279,2016-4-23 17:00,7,0.116667
1927972279,2016-4-23 18:00,12,0.2
1927972279,2016-4-23 19:00,8,0.133333
1927972279,2016-4-23 20:00,10,0.166667
1927972279,2016-4-23 21:00,4,0.066667
1927972279,2016-4-23 22:00,0,0
1927972279,2016-4-23 23:00,0,0
1927972279,2016-4-24 0:00,0,0
1927972279,2016-4-24 1:00,0,0
1927972279,2016-4-24 2:00,0,0
1927972279,2016-4-24 3:00,0,0
1927972279,2016-4-24 4:00,0,0
1927972279,2016-4-24 5:00,0,0
1927972279,2016-4-24 6:00,0,0
1927972279,2016-4-24 7:00,0,0
1927972279,2016-4-24 8:00,0,0
1927972279,2016-4-24 9:00,0,0
1927972279,2016-4-24 10:00,31,0.516667
1927972279,2016-4-24 11:00,25,0.416667
1927972279,2016-4-24 12:00,16,0.266667
1927972279,2016-4-24 13:00,18,0.3
1927972279,2016-4-24 14:00,0,0
1927972279,2016-4-24 15:00,0,0
1927972279,2016-4-24 16:00,0,0
1927972279,2016-4-24 17:00,0,0
1927972279,2016-4-24 18:00,0,0
1927972279,2016-4-24 19:00,0,0
1927972279,2016-4-24 20:00,0,0
1927972279,2016-4-24 21:00,0,0
1927972279,2016-4-24 22:00,0,0
1927972279,2016-4-24 23:00,0,0
1927972279,2016-4-25 0:00,0,0
1927972279,2016-4-25 1:00,0,0
1927972279,2016-4-25 2:00,0,0
1927972279,2016-4-25 3:00,0,0
1927972279,2016-4-25 4:00,0,0
1927972279,2016-4-25 5:00,0,0
1927972279,2016-4-25 6:00,0,0
1927972279,2016-4-25 7:00,0,0
1927972279,2016-4-25 8:00,0,0
1927972279,2016-4-25 9:00,0,0
1927972279,2016-4-25 10:00,0,0
1927972279,2016-4-25 11:00,0,0
1927972279,2016-4-25 12:00,0,0
1927972279,2016-4-25 13:00,0,0
1927972279,2016-4-25 14:00,0,0
1927972279,2016-4-25 15:00,0,0
1927972279,2016-4-25 16:00,0,0
1927972279,2016-4-25 17:00,0,0
1927972279,2016-4-25 18:00,0,0
1927972279,2016-4-25 19:00,0,0
1927972279,2016-4-25 20:00,3,0.05
1927972279,2016-4-25 21:00,9,0.15
1927972279,2016-4-25 22:00,0,0
1927972279,2016-4-25 23:00,0,0
1927972279,2016-4-26 0:00,1,0.016667
1927972279,2016-4-26 1:00,1,0.016667
1927972279,2016-4-26 2:00,0,0
1927972279,2016-4-26 3:00,2,0.033333
1927972279,2016-4-26 4:00,0,0
1927972279,2016-4-26 5:00,0,0
1927972279,2016-4-26 6:00,1,0.016667
1927972279,2016-4-26 7:00,0,0
1927972279,2016-4-26 8:00,0,0
1927972279,2016-4-26 9:00,0,0
1927972279,2016-4-26 10:00,3,0.05
1927972279,2016-4-26 11:00,15,0.25
1927972279,2016-4-26 12:00,6,0.1
1927972279,2016-4-26 13:00,16,0.266667
1927972279,2016-4-26 14:00,9,0.15
1927972279,2016-4-26 15:00,9,0.15
1927972279,2016-4-26 16:00,36,0.6
1927972279,2016-4-26 17:00,17,0.283333
1927972279,2016-4-26 18:00,25,0.416667
1927972279,2016-4-26 19:00,25,0.416667
1927972279,2016-4-26 20:00,8,0.133333
1927972279,2016-4-26 21:00,7,0.116667
1927972279,2016-4-26 22:00,5,0.083333
1927972279,2016-4-26 23:00,6,0.1
1927972279,2016-4-27 0:00,0,0
1927972279,2016-4-27 1:00,0,0
1927972279,2016-4-27 2:00,0,0
1927972279,2016-4-27 3:00,0,0
1927972279,2016-4-27 4:00,0,0
1927972279,2016-4-27 5:00,0,0
1927972279,2016-4-27 6:00,0,0
1927972279,2016-4-27 7:00,0,0
1927972279,2016-4-27 8:00,0,0
1927972279,2016-4-27 9:00,0,0
1927972279,2016-4-27 10:00,0,0
1927972279,2016-4-27 11:00,0,0
1927972279,2016-4-27 12:00,0,0
1927972279,2016-4-27 13:00,0,0
1927972279,2016-4-27 14:00,0,0
1927972279,2016-4-27 15:00,0,0
1927972279,2016-4-27 16:00,0,0
1927972279,2016-4-27 17:00,0,0
1927972279,2016-4-27 18:00,0,0
1927972279,2016-4-27 19:00,0,0
1927972279,2016-4-27 20:00,0,0
1927972279,2016-4-27 21:00,0,0
1927972279,2016-4-27 22:00,0,0
1927972279,2016-4-27 23:00,0,0
1927972279,2016-4-28 0:00,0,0
1927972279,2016-4-28 1:00,0,0
1927972279,2016-4-28 2:00,0,0
1927972279,2016-4-28 3:00,0,0
1927972279,2016-4-28 4:00,0,0
1927972279,2016-4-28 5:00,0,0
1927972279,2016-4-28 6:00,0,0
1927972279,2016-4-28 7:00,0,0
1927972279,2016-4-28 8:00,16,0.266667
1927972279,2016-4-28 9:00,7,0.116667
1927972279,2016-4-28 10:00,15,0.25
1927972279,2016-4-28 11:00,9,0.15
1927972279,2016-4-28 12:00,1,0.016667
1927972279,2016-4-28 13:00,2,0.033333
1927972279,2016-4-28 14:00,3,0.05
1927972279,2016-4-28 15:00,5,0.083333
1927972279,2016-4-28 16:00,9,0.15
1927972279,2016-4-28 17:00,7,0.116667
1927972279,2016-4-28 18:00,15,0.25
1927972279,2016-4-28 19:00,3,0.05
1927972279,2016-4-28 20:00,3,0.05
1927972279,2016-4-28 21:00,0,0
1927972279,2016-4-28 22:00,0,0
1927972279,2016-4-28 23:00,0,0
1927972279,2016-4-29 0:00,0,0
1927972279,2016-4-29 1:00,0,0
1927972279,2016-4-29 2:00,0,0
1927972279,2016-4-29 3:00,0,0
1927972279,2016-4-29 4:00,0,0
1927972279,2016-4-29 5:00,0,0
1927972279,2016-4-29 6:00,0,0
1927972279,2016-4-29 7:00,0,0
1927972279,2016-4-29 8:00,0,0
1927972279,2016-4-29 9:00,0,0
1927972279,2016-4-29 10:00,0,0
1927972279,2016-4-29 11:00,0,0
1927972279,2016-4-29 12:00,0,0
1927972279,2016-4-29 13:00,0,0
1927972279,2016-4-29 14:00,0,0
1927972279,2016-4-29 15:00,0,0
1927972279,2016-4-29 16:00,0,0
1927972279,2016-4-29 17:00,0,0
1927972279,2016-4-29 18:00,0,0
1927972279,2016-4-29 19:00,0,0
1927972279,2016-4-29 20:00,0,0
1927972279,2016-4-29 21:00,0,0
1927972279,2016-4-29 22:00,0,0
1927972279,2016-4-29 23:00,0,0
1927972279,2016-4-30 0:00,0,0
1927972279,2016-4-30 1:00,0,0
1927972279,2016-4-30 2:00,0,0
1927972279,2016-4-30 3:00,0,0
1927972279,2016-4-30 4:00,0,0
1927972279,2016-4-30 5:00,0,0
1927972279,2016-4-30 6:00,0,0
1927972279,2016-4-30 7:00,0,0
1927972279,2016-4-30 8:00,0,0
1927972279,2016-4-30 9:00,0,0
1927972279,2016-4-30 10:00,0,0
1927972279,2016-4-30 11:00,0,0
1927972279,2016-4-30 12:00,0,0
1927972279,2016-4-30 13:00,0,0
1927972279,2016-4-30 14:00,0,0
1927972279,2016-4-30 15:00,0,0
1927972279,2016-4-30 16:00,0,0
1927972279,2016-4-30 17:00,0,0
1927972279,2016-4-30 18:00,0,0
1927972279,2016-4-30 19:00,0,0
1927972279,2016-4-30 20:00,0,0
1927972279,2016-4-30 21:00,0,0
1927972279,2016-4-30 22:00,0,0
1927972279,2016-4-30 23:00,0,0
1927972279,2016-5-1 0:00,0,0
1927972279,2016-5-1 1:00,0,0
1927972279,2016-5-1 2:00,0,0
1927972279,2016-5-1 3:00,0,0
1927972279,2016-5-1 4:00,0,0
1927972279,2016-5-1 5:00,0,0
1927972279,2016-5-1 6:00,0,0
1927972279,2016-5-1 7:00,0,0
1927972279,2016-5-1 8:00,3,0.05
1927972279,2016-5-1 9:00,0,0
1927972279,2016-5-1 10:00,5,0.083333
1927972279,2016-5-1 11:00,8,0.133333
1927972279,2016-5-1 12:00,6,0.1
1927972279,2016-5-1 13:00,55,0.916667
1927972279,2016-5-1 14:00,10,0.166667
1927972279,2016-5-1 15:00,2,0.033333
1927972279,2016-5-1 16:00,3,0.05
1927972279,2016-5-1 17:00,2,0.033333
1927972279,2016-5-1 18:00,3,0.05
1927972279,2016-5-1 19:00,12,0.2
1927972279,2016-5-1 20:00,1,0.016667
1927972279,2016-5-1 21:00,4,0.066667
1927972279,2016-5-1 22:00,0,0
1927972279,2016-5-1 23:00,0,0
1927972279,2016-5-2 0:00,0,0
1927972279,2016-5-2 1:00,0,0
1927972279,2016-5-2 2:00,0,0
1927972279,2016-5-2 3:00,0,0
1927972279,2016-5-2 4:00,0,0
1927972279,2016-5-2 5:00,0,0
1927972279,2016-5-2 6:00,0,0
1927972279,2016-5-2 7:00,0,0
1927972279,2016-5-2 8:00,0,0
1927972279,2016-5-2 9:00,0,0
1927972279,2016-5-2 10:00,0,0
1927972279,2016-5-2 11:00,63,1.05
1927972279,2016-5-2 12:00,4,0.066667
1927972279,2016-5-2 13:00,1,0.016667
1927972279,2016-5-2 14:00,5,0.083333
1927972279,2016-5-2 15:00,12,0.2
1927972279,2016-5-2 16:00,13,0.216667
1927972279,2016-5-2 17:00,14,0.233333
1927972279,2016-5-2 18:00,15,0.25
1927972279,2016-5-2 19:00,31,0.516667
1927972279,2016-5-2 20:00,0,0
1927972279,2016-5-2 21:00,0,0
1927972279,2016-5-2 22:00,0,0
1927972279,2016-5-2 23:00,0,0
1927972279,2016-5-3 0:00,0,0
1927972279,2016-5-3 1:00,0,0
1927972279,2016-5-3 2:00,0,0
1927972279,2016-5-3 3:00,0,0
1927972279,2016-5-3 4:00,0,0
1927972279,2016-5-3 5:00,0,0
1927972279,2016-5-3 6:00,0,0
1927972279,2016-5-3 7:00,0,0
1927972279,2016-5-3 8:00,40,0.666667
1927972279,2016-5-3 9:00,0,0
1927972279,2016-5-3 10:00,6,0.1
1927972279,2016-5-3 11:00,0,0
1927972279,2016-5-3 12:00,0,0
1927972279,2016-5-3 13:00,1,0.016667
1927972279,2016-5-3 14:00,0,0
1927972279,2016-5-3 15:00,0,0
1927972279,2016-5-3 16:00,0,0
1927972279,2016-5-3 17:00,0,0
1927972279,2016-5-3 18:00,0,0
1927972279,2016-5-3 19:00,0,0
1927972279,2016-5-3 20:00,0,0
1927972279,2016-5-3 21:00,0,0
1927972279,2016-5-3 22:00,0,0
1927972279,2016-5-3 23:00,0,0
1927972279,2016-5-4 0:00,0,0
1927972279,2016-5-4 1:00,0,0
1927972279,2016-5-4 2:00,0,0
1927972279,2016-5-4 3:00,0,0
1927972279,2016-5-4 4:00,0,0
1927972279,2016-5-4 5:00,0,0
1927972279,2016-5-4 6:00,0,0
1927972279,2016-5-4 7:00,0,0
1927972279,2016-5-4 8:00,0,0
1927972279,2016-5-4 9:00,0,0
1927972279,2016-5-4 10:00,34,0.566667
1927972279,2016-5-4 11:00,4,0.066667
1927972279,2016-5-4 12:00,4,0.066667
1927972279,2016-5-4 13:00,7,0.116667
1927972279,2016-5-4 14:00,3,0.05
1927972279,2016-5-4 15:00,7,0.116667
1927972279,2016-5-4 16:00,12,0.2
1927972279,2016-5-4 17:00,7,0.116667
1927972279,2016-5-4 18:00,1,0.016667
1927972279,2016-5-4 19:00,4,0.066667
1927972279,2016-5-4 20:00,4,0.066667
1927972279,2016-5-4 21:00,0,0
1927972279,2016-5-4 22:00,0,0
1927972279,2016-5-4 23:00,0,0
1927972279,2016-5-5 0:00,0,0
1927972279,2016-5-5 1:00,0,0
1927972279,2016-5-5 2:00,0,0
1927972279,2016-5-5 3:00,0,0
1927972279,2016-5-5 4:00,0,0
1927972279,2016-5-5 5:00,0,0
1927972279,2016-5-5 6:00,0,0
1927972279,2016-5-5 7:00,0,0
1927972279,2016-5-5 8:00,0,0
1927972279,2016-5-5 9:00,0,0
1927972279,2016-5-5 10:00,0,0
1927972279,2016-5-5 11:00,0,0
1927972279,2016-5-5 12:00,0,0
1927972279,2016-5-5 13:00,0,0
1927972279,2016-5-5 14:00,0,0
1927972279,2016-5-5 15:00,0,0
1927972279,2016-5-5 16:00,0,0
1927972279,2016-5-5 17:00,0,0
1927972279,2016-5-5 18:00,0,0
1927972279,2016-5-5 19:00,0,0
1927972279,2016-5-5 20:00,0,0
1927972279,2016-5-5 21:00,0,0
1927972279,2016-5-5 22:00,0,0
1927972279,2016-5-5 23:00,0,0
1927972279,2016-5-6 0:00,0,0
1927972279,2016-5-6 1:00,0,0
1927972279,2016-5-6 2:00,0,0
1927972279,2016-5-6 3:00,0,0
1927972279,2016-5-6 4:00,0,0
1927972279,2016-5-6 5:00,0,0
1927972279,2016-5-6 6:00,0,0
1927972279,2016-5-6 7:00,0,0
1927972279,2016-5-6 8:00,0,0
1927972279,2016-5-6 9:00,0,0
1927972279,2016-5-6 10:00,0,0
1927972279,2016-5-6 11:00,0,0
1927972279,2016-5-6 12:00,0,0
1927972279,2016-5-6 13:00,0,0
1927972279,2016-5-6 14:00,0,0
1927972279,2016-5-6 15:00,0,0
1927972279,2016-5-6 16:00,4,0.066667
1927972279,2016-5-6 17:00,15,0.25
1927972279,2016-5-6 18:00,17,0.283333
1927972279,2016-5-6 19:00,47,0.783333
1927972279,2016-5-6 20:00,13,0.216667
1927972279,2016-5-6 21:00,7,0.116667
1927972279,2016-5-6 22:00,5,0.083333
1927972279,2016-5-6 23:00,0,0
1927972279,2016-5-7 0:00,0,0
1927972279,2016-5-7 1:00,0,0
1927972279,2016-5-7 2:00,0,0
1927972279,2016-5-7 3:00,0,0
1927972279,2016-5-7 4:00,0,0
1927972279,2016-5-7 5:00,0,0
1927972279,2016-5-7 6:00,0,0
1927972279,2016-5-7 7:00,0,0
1927972279,2016-5-7 8:00,0,0
1927972279,2016-5-7 9:00,0,0
1927972279,2016-5-7 10:00,30,0.5
1927972279,2016-5-7 11:00,18,0.3
1927972279,2016-5-7 12:00,0,0
1927972279,2016-5-7 13:00,0,0
1927972279,2016-5-7 14:00,0,0
1927972279,2016-5-7 15:00,0,0
1927972279,2016-5-7 16:00,0,0
1927972279,2016-5-7 17:00,0,0
1927972279,2016-5-7 18:00,0,0
1927972279,2016-5-7 19:00,0,0
1927972279,2016-5-7 20:00,0,0
1927972279,2016-5-7 21:00,0,0
1927972279,2016-5-7 22:00,0,0
1927972279,2016-5-7 23:00,0,0
1927972279,2016-5-8 0:00,0,0
1927972279,2016-5-8 1:00,0,0
1927972279,2016-5-8 2:00,0,0
1927972279,2016-5-8 3:00,0,0
1927972279,2016-5-8 4:00,0,0
1927972279,2016-5-8 5:00,0,0
1927972279,2016-5-8 6:00,0,0
1927972279,2016-5-8 7:00,0,0
1927972279,2016-5-8 8:00,0,0
1927972279,2016-5-8 9:00,0,0
1927972279,2016-5-8 10:00,0,0
1927972279,2016-5-8 11:00,0,0
1927972279,2016-5-8 12:00,0,0
1927972279,2016-5-8 13:00,0,0
1927972279,2016-5-8 14:00,0,0
1927972279,2016-5-8 15:00,0,0
1927972279,2016-5-8 16:00,0,0
1927972279,2016-5-8 17:00,0,0
1927972279,2016-5-8 18:00,0,0
1927972279,2016-5-8 19:00,0,0
1927972279,2016-5-8 20:00,0,0
1927972279,2016-5-8 21:00,0,0
1927972279,2016-5-8 22:00,0,0
1927972279,2016-5-8 23:00,0,0
1927972279,2016-5-9 0:00,0,0
1927972279,2016-5-9 1:00,0,0
1927972279,2016-5-9 2:00,0,0
1927972279,2016-5-9 3:00,0,0
1927972279,2016-5-9 4:00,0,0
1927972279,2016-5-9 5:00,0,0
1927972279,2016-5-9 6:00,0,0
1927972279,2016-5-9 7:00,0,0
1927972279,2016-5-9 8:00,0,0
1927972279,2016-5-9 9:00,0,0
1927972279,2016-5-9 10:00,0,0
1927972279,2016-5-9 11:00,0,0
1927972279,2016-5-9 12:00,0,0
1927972279,2016-5-9 13:00,0,0
1927972279,2016-5-9 14:00,0,0
1927972279,2016-5-9 15:00,0,0
1927972279,2016-5-9 16:00,0,0
1927972279,2016-5-9 17:00,0,0
1927972279,2016-5-9 18:00,0,0
1927972279,2016-5-9 19:00,0,0
1927972279,2016-5-9 20:00,0,0
1927972279,2016-5-9 21:00,0,0
1927972279,2016-5-9 22:00,0,0
1927972279,2016-5-9 23:00,0,0
1927972279,2016-5-10 0:00,0,0
1927972279,2016-5-10 1:00,0,0
1927972279,2016-5-10 2:00,0,0
1927972279,2016-5-10 3:00,0,0
1927972279,2016-5-10 4:00,0,0
1927972279,2016-5-10 5:00,0,0
1927972279,2016-5-10 6:00,0,0
1927972279,2016-5-10 7:00,0,0
1927972279,2016-5-10 8:00,0,0
1927972279,2016-5-10 9:00,0,0
1927972279,2016-5-10 10:00,0,0
1927972279,2016-5-10 11:00,0,0
1927972279,2016-5-10 12:00,0,0
1927972279,2016-5-10 13:00,0,0
1927972279,2016-5-10 14:00,0,0
1927972279,2016-5-10 15:00,0,0
1927972279,2016-5-10 16:00,0,0
1927972279,2016-5-10 17:00,0,0
1927972279,2016-5-10 18:00,0,0
1927972279,2016-5-10 19:00,0,0
1927972279,2016-5-10 20:00,0,0
1927972279,2016-5-10 21:00,0,0
1927972279,2016-5-10 22:00,0,0
1927972279,2016-5-10 23:00,0,0
1927972279,2016-5-11 0:00,0,0
1927972279,2016-5-11 1:00,0,0
1927972279,2016-5-11 2:00,0,0
1927972279,2016-5-11 3:00,0,0
1927972279,2016-5-11 4:00,0,0
1927972279,2016-5-11 5:00,0,0
1927972279,2016-5-11 6:00,0,0
1927972279,2016-5-11 7:00,0,0
1927972279,2016-5-11 8:00,0,0
1927972279,2016-5-11 9:00,0,0
1927972279,2016-5-11 10:00,0,0
1927972279,2016-5-11 11:00,0,0
1927972279,2016-5-11 12:00,0,0
1927972279,2016-5-11 13:00,0,0
1927972279,2016-5-11 14:00,0,0
1927972279,2016-5-11 15:00,0,0
1927972279,2016-5-11 16:00,0,0
1927972279,2016-5-11 17:00,0,0
1927972279,2016-5-11 18:00,0,0
1927972279,2016-5-11 19:00,0,0
1927972279,2016-5-11 20:00,0,0
1927972279,2016-5-11 21:00,0,0
1927972279,2016-5-11 22:00,0,0
1927972279,2016-5-11 23:00,0,0
1927972279,2016-5-12 0:00,0,0
1927972279,2016-5-12 1:00,0,0
1927972279,2016-5-12 2:00,0,0
1927972279,2016-5-12 3:00,0,0
1927972279,2016-5-12 4:00,0,0
1927972279,2016-5-12 5:00,0,0
1927972279,2016-5-12 6:00,0,0
1927972279,2016-5-12 7:00,0,0
1927972279,2016-5-12 8:00,0,0
1927972279,2016-5-12 9:00,0,0
1927972279,2016-5-12 10:00,0,0
1927972279,2016-5-12 11:00,0,0
1927972279,2016-5-12 12:00,0,0
1927972279,2016-5-12 13:00,0,0
1927972279,2016-5-12 14:00,0,0
1927972279,2016-5-12 15:00,0,0
2022484408,2016-4-12 0:00,0,0
2022484408,2016-4-12 1:00,0,0
2022484408,2016-4-12 2:00,0,0
2022484408,2016-4-12 3:00,0,0
2022484408,2016-4-12 4:00,0,0
2022484408,2016-4-12 5:00,0,0
2022484408,2016-4-12 6:00,0,0
2022484408,2016-4-12 7:00,28,0.466667
2022484408,2016-4-12 8:00,13,0.216667
2022484408,2016-4-12 9:00,13,0.216667
2022484408,2016-4-12 10:00,143,2.383333
2022484408,2016-4-12 11:00,20,0.333333
2022484408,2016-4-12 12:00,11,0.183333
2022484408,2016-4-12 13:00,19,0.316667
2022484408,2016-4-12 14:00,54,0.9
2022484408,2016-4-12 15:00,9,0.15
2022484408,2016-4-12 16:00,19,0.316667
2022484408,2016-4-12 17:00,24,0.4
2022484408,2016-4-12 18:00,19,0.316667
2022484408,2016-4-12 19:00,9,0.15
2022484408,2016-4-12 20:00,0,0
2022484408,2016-4-12 21:00,0,0
2022484408,2016-4-12 22:00,0,0
2022484408,2016-4-12 23:00,0,0
2022484408,2016-4-13 0:00,0,0
2022484408,2016-4-13 1:00,0,0
2022484408,2016-4-13 2:00,0,0
2022484408,2016-4-13 3:00,0,0
2022484408,2016-4-13 4:00,0,0
2022484408,2016-4-13 5:00,0,0
2022484408,2016-4-13 6:00,0,0
2022484408,2016-4-13 7:00,28,0.466667
2022484408,2016-4-13 8:00,24,0.4
2022484408,2016-4-13 9:00,145,2.416667
2022484408,2016-4-13 10:00,5,0.083333
2022484408,2016-4-13 11:00,20,0.333333
2022484408,2016-4-13 12:00,25,0.416667
2022484408,2016-4-13 13:00,11,0.183333
2022484408,2016-4-13 14:00,46,0.766667
2022484408,2016-4-13 15:00,20,0.333333
2022484408,2016-4-13 16:00,20,0.333333
2022484408,2016-4-13 17:00,28,0.466667
2022484408,2016-4-13 18:00,31,0.516667
2022484408,2016-4-13 19:00,27,0.45
2022484408,2016-4-13 20:00,1,0.016667
2022484408,2016-4-13 21:00,0,0
2022484408,2016-4-13 22:00,0,0
